index,Country,Date,AvgTemperature
63856,Sri Lanka,2019-03-31,83.8
63857,Sri Lanka,2019-04-01,83.1
63858,Sri Lanka,2019-04-02,83.5
63859,Sri Lanka,2019-04-03,84.1
63860,Sri Lanka,2019-04-04,84.4
63861,Sri Lanka,2019-04-05,84.5
63862,Sri Lanka,2019-04-06,84.8
63863,Sri Lanka,2019-04-07,85.1
63864,Sri Lanka,2019-04-08,85.5
63865,Sri Lanka,2019-04-09,84.5
63866,Sri Lanka,2019-04-10,85.4
63867,Sri Lanka,2019-04-11,84.5
63868,Sri Lanka,2019-04-12,85.3
63869,Sri Lanka,2019-04-13,84.0
63870,Sri Lanka,2019-04-14,84.8
63871,Sri Lanka,2019-04-15,83.6
63872,Sri Lanka,2019-04-16,81.3
63873,Sri Lanka,2019-04-17,79.7
63874,Sri Lanka,2019-04-18,80.8
63875,Sri Lanka,2019-04-19,81.6
63876,Sri Lanka,2019-04-20,80.5
63877,Sri Lanka,2019-04-21,81.5
63878,Sri Lanka,2019-04-22,82.7
63879,Sri Lanka,2019-04-23,83.1
63880,Sri Lanka,2019-04-24,-99.0
63881,Sri Lanka,2019-04-25,81.3
63882,Sri Lanka,2019-04-26,83.2
63883,Sri Lanka,2019-04-27,84.7
63884,Sri Lanka,2019-04-28,84.5
63885,Sri Lanka,2019-04-29,81.2
63886,Sri Lanka,2019-04-30,83.4
63887,Sri Lanka,2019-05-01,85.3
63888,Sri Lanka,2019-05-02,84.6
63889,Sri Lanka,2019-05-03,81.3
63890,Sri Lanka,2019-05-04,85.0
63891,Sri Lanka,2019-05-05,83.9
63892,Sri Lanka,2019-05-06,84.3
63893,Sri Lanka,2019-05-07,85.2
63894,Sri Lanka,2019-05-08,85.6
63895,Sri Lanka,2019-05-09,85.4
63896,Sri Lanka,2019-05-10,85.8
63897,Sri Lanka,2019-05-11,84.9
63898,Sri Lanka,2019-05-12,85.5
63899,Sri Lanka,2019-05-13,85.8
63900,Sri Lanka,2019-05-14,85.5
63901,Sri Lanka,2019-05-15,85.7
63902,Sri Lanka,2019-05-16,-99.0
63903,Sri Lanka,2019-05-17,-99.0
63904,Sri Lanka,2019-05-18,-99.0
63905,Sri Lanka,2019-05-19,-99.0
63906,Sri Lanka,2019-05-20,85.1
63907,Sri Lanka,2019-05-21,84.5
63908,Sri Lanka,2019-05-22,82.4
63909,Sri Lanka,2019-05-23,83.2
63910,Sri Lanka,2019-05-24,81.5
63911,Sri Lanka,2019-05-25,81.4
63912,Sri Lanka,2019-05-26,84.1
63913,Sri Lanka,2019-05-27,85.4
63914,Sri Lanka,2019-05-28,86.1
63915,Sri Lanka,2019-05-29,85.0
63916,Sri Lanka,2019-05-30,84.9
63917,Sri Lanka,2019-05-31,83.6
63918,Sri Lanka,2019-06-01,84.6
63919,Sri Lanka,2019-06-02,85.1
63920,Sri Lanka,2019-06-03,82.8
63921,Sri Lanka,2019-06-04,82.6
63922,Sri Lanka,2019-06-05,83.1
63923,Sri Lanka,2019-06-06,84.4
63924,Sri Lanka,2019-06-07,82.2
63925,Sri Lanka,2019-06-08,83.4
63926,Sri Lanka,2019-06-09,81.4
63927,Sri Lanka,2019-06-10,80.0
63928,Sri Lanka,2019-06-11,81.6
63929,Sri Lanka,2019-06-12,81.5
63930,Sri Lanka,2019-06-13,81.6
63931,Sri Lanka,2019-06-14,81.4
63932,Sri Lanka,2019-06-15,84.8
63933,Sri Lanka,2019-06-16,85.1
63934,Sri Lanka,2019-06-17,85.3
63935,Sri Lanka,2019-06-18,85.8
63936,Sri Lanka,2019-06-19,85.9
63937,Sri Lanka,2019-06-20,85.6
63938,Sri Lanka,2019-06-21,84.6
63939,Sri Lanka,2019-06-22,84.5
63940,Sri Lanka,2019-06-23,84.3
63941,Sri Lanka,2019-06-24,85.5
63942,Sri Lanka,2019-06-25,85.4
63943,Sri Lanka,2019-06-26,85.0
63944,Sri Lanka,2019-06-27,85.4
63945,Sri Lanka,2019-06-28,85.5
63946,Sri Lanka,2019-06-29,85.5
63947,Sri Lanka,2019-06-30,85.4
63948,Sri Lanka,2019-07-01,85.4
63949,Sri Lanka,2019-07-02,84.0
63950,Sri Lanka,2019-07-03,83.7
63951,Sri Lanka,2019-07-04,84.2
63952,Sri Lanka,2019-07-05,84.4
63953,Sri Lanka,2019-07-06,84.5
63954,Sri Lanka,2019-07-07,84.0
63955,Sri Lanka,2019-07-08,84.7
63956,Sri Lanka,2019-07-09,78.3
63957,Sri Lanka,2019-07-10,80.6
63958,Sri Lanka,2019-07-11,82.7
63959,Sri Lanka,2019-07-12,83.9
63960,Sri Lanka,2019-07-13,80.6
63961,Sri Lanka,2019-07-14,80.0
63962,Sri Lanka,2019-07-15,83.3
63963,Sri Lanka,2019-07-16,84.3
63964,Sri Lanka,2019-07-17,83.6
63965,Sri Lanka,2019-07-18,82.2
63966,Sri Lanka,2019-07-19,82.9
63967,Sri Lanka,2019-07-20,82.8
63968,Sri Lanka,2019-07-21,83.2
63969,Sri Lanka,2019-07-22,83.5
63970,Sri Lanka,2019-07-23,82.5
63971,Sri Lanka,2019-07-24,82.4
63972,Sri Lanka,2019-07-25,82.7
63973,Sri Lanka,2019-07-26,81.2
63974,Sri Lanka,2019-07-27,82.2
63975,Sri Lanka,2019-07-28,82.5
63976,Sri Lanka,2019-07-29,82.5
63977,Sri Lanka,2019-07-30,82.7
63978,Sri Lanka,2019-07-31,82.9
63979,Sri Lanka,2019-08-01,83.9
63980,Sri Lanka,2019-08-02,84.7
63981,Sri Lanka,2019-08-03,83.9
63982,Sri Lanka,2019-08-04,84.0
63983,Sri Lanka,2019-08-05,84.2
63984,Sri Lanka,2019-08-06,84.5
63985,Sri Lanka,2019-08-07,83.2
63986,Sri Lanka,2019-08-08,80.8
63987,Sri Lanka,2019-08-09,78.9
63988,Sri Lanka,2019-08-10,79.7
63989,Sri Lanka,2019-08-11,82.6
63990,Sri Lanka,2019-08-12,83.1
63991,Sri Lanka,2019-08-13,81.7
63992,Sri Lanka,2019-08-14,82.4
63993,Sri Lanka,2019-08-15,83.0
63994,Sri Lanka,2019-08-16,82.1
63995,Sri Lanka,2019-08-17,81.8
63996,Sri Lanka,2019-08-18,82.9
63997,Sri Lanka,2019-08-19,81.6
63998,Sri Lanka,2019-08-20,82.4
63999,Sri Lanka,2019-08-21,82.8
64000,Sri Lanka,2019-08-22,80.1
64001,Sri Lanka,2019-08-23,78.3
64002,Sri Lanka,2019-08-24,81.6
64003,Sri Lanka,2019-08-25,81.3
64004,Sri Lanka,2019-08-26,79.6
64005,Sri Lanka,2019-08-27,80.7
64006,Sri Lanka,2019-08-28,81.4
64007,Sri Lanka,2019-08-29,82.3
64008,Sri Lanka,2019-08-30,82.5
64009,Sri Lanka,2019-08-31,83.0
64010,Sri Lanka,2019-09-01,81.2
64011,Sri Lanka,2019-09-02,83.0
64012,Sri Lanka,2019-09-03,83.4
64013,Sri Lanka,2019-09-04,82.7
64014,Sri Lanka,2019-09-05,81.7
64015,Sri Lanka,2019-09-06,83.4
64016,Sri Lanka,2019-09-07,84.5
64017,Sri Lanka,2019-09-08,84.6
64018,Sri Lanka,2019-09-09,84.7
64019,Sri Lanka,2019-09-10,84.6
64020,Sri Lanka,2019-09-11,80.0
64021,Sri Lanka,2019-09-12,77.8
64022,Sri Lanka,2019-09-13,81.5
64023,Sri Lanka,2019-09-14,81.6
64024,Sri Lanka,2019-09-15,78.4
64025,Sri Lanka,2019-09-16,78.4
64026,Sri Lanka,2019-09-17,81.7
64027,Sri Lanka,2019-09-18,81.4
64028,Sri Lanka,2019-09-19,79.6
64029,Sri Lanka,2019-09-20,80.0
64030,Sri Lanka,2019-09-21,80.5
64031,Sri Lanka,2019-09-22,81.4
64032,Sri Lanka,2019-09-23,78.8
64033,Sri Lanka,2019-09-24,75.5
64034,Sri Lanka,2019-09-25,75.2
64035,Sri Lanka,2019-09-26,81.3
64036,Sri Lanka,2019-09-27,80.0
64037,Sri Lanka,2019-09-28,77.2
64038,Sri Lanka,2019-09-29,78.2
64039,Sri Lanka,2019-09-30,78.9
64040,Sri Lanka,2019-10-01,79.1
64041,Sri Lanka,2019-10-02,81.5
64042,Sri Lanka,2019-10-03,80.2
64043,Sri Lanka,2019-10-04,81.6
64044,Sri Lanka,2019-10-05,80.5
64045,Sri Lanka,2019-10-06,77.9
64046,Sri Lanka,2019-10-07,79.9
64047,Sri Lanka,2019-10-08,80.6
64048,Sri Lanka,2019-10-09,81.2
64049,Sri Lanka,2019-10-10,81.3
64050,Sri Lanka,2019-10-11,78.4
64051,Sri Lanka,2019-10-12,79.5
64052,Sri Lanka,2019-10-13,80.8
64053,Sri Lanka,2019-10-14,81.0
64054,Sri Lanka,2019-10-15,79.7
64055,Sri Lanka,2019-10-16,78.4
64056,Sri Lanka,2019-10-17,80.3
64057,Sri Lanka,2019-10-18,80.7
64058,Sri Lanka,2019-10-19,79.3
64059,Sri Lanka,2019-10-20,79.1
64060,Sri Lanka,2019-10-21,77.2
64061,Sri Lanka,2019-10-22,78.0
64062,Sri Lanka,2019-10-23,79.7
64063,Sri Lanka,2019-10-24,76.5
64064,Sri Lanka,2019-10-25,79.7
64065,Sri Lanka,2019-10-26,79.6
64066,Sri Lanka,2019-10-27,78.3
64067,Sri Lanka,2019-10-28,77.3
64068,Sri Lanka,2019-10-29,79.3
64069,Sri Lanka,2019-10-30,79.3
64070,Sri Lanka,2019-10-31,79.1
64071,Sri Lanka,2019-11-01,81.4
64072,Sri Lanka,2019-11-02,80.0
64073,Sri Lanka,2019-11-03,78.5
64074,Sri Lanka,2019-11-04,81.3
64075,Sri Lanka,2019-11-05,81.4
64076,Sri Lanka,2019-11-06,82.5
64077,Sri Lanka,2019-11-07,83.0
64078,Sri Lanka,2019-11-08,82.2
64079,Sri Lanka,2019-11-09,78.9
64080,Sri Lanka,2019-11-10,80.8
64081,Sri Lanka,2019-11-11,80.8
64082,Sri Lanka,2019-11-12,81.1
64083,Sri Lanka,2019-11-13,81.2
64084,Sri Lanka,2019-11-14,82.8
64085,Sri Lanka,2019-11-15,79.8
64086,Sri Lanka,2019-11-16,79.0
64087,Sri Lanka,2019-11-17,81.5
64088,Sri Lanka,2019-11-18,80.6
64089,Sri Lanka,2019-11-19,79.9
64090,Sri Lanka,2019-11-20,80.2
64091,Sri Lanka,2019-11-21,80.9
64092,Sri Lanka,2019-11-22,80.4
64093,Sri Lanka,2019-11-23,79.4
64094,Sri Lanka,2019-11-24,80.2
64095,Sri Lanka,2019-11-25,78.4
64096,Sri Lanka,2019-11-26,80.0
64097,Sri Lanka,2019-11-27,80.8
64098,Sri Lanka,2019-11-28,81.3
64099,Sri Lanka,2019-11-29,78.5
64100,Sri Lanka,2019-11-30,77.8
64101,Sri Lanka,2019-12-01,79.5
64102,Sri Lanka,2019-12-02,80.2
64103,Sri Lanka,2019-12-03,80.9
64104,Sri Lanka,2019-12-04,78.6
64105,Sri Lanka,2019-12-05,77.7
64106,Sri Lanka,2019-12-06,80.8
64107,Sri Lanka,2019-12-07,79.8
64108,Sri Lanka,2019-12-08,81.2
64109,Sri Lanka,2019-12-09,80.4
64110,Sri Lanka,2019-12-10,80.0
64111,Sri Lanka,2019-12-11,80.1
64112,Sri Lanka,2019-12-12,80.8
64113,Sri Lanka,2019-12-13,80.2
64114,Sri Lanka,2019-12-14,80.5
64115,Sri Lanka,2019-12-15,81.0
64116,Sri Lanka,2019-12-16,79.8
64117,Sri Lanka,2019-12-17,79.1
64118,Sri Lanka,2019-12-18,80.2
64119,Sri Lanka,2019-12-19,79.9
64120,Sri Lanka,2019-12-20,75.8
64121,Sri Lanka,2019-12-21,80.7
64122,Sri Lanka,2019-12-22,80.0
64123,Sri Lanka,2019-12-23,80.8
64124,Sri Lanka,2019-12-24,80.9
64125,Sri Lanka,2019-12-25,79.1
64126,Sri Lanka,2019-12-26,80.0
64127,Sri Lanka,2019-12-27,80.5
64128,Sri Lanka,2019-12-28,80.1
64129,Sri Lanka,2019-12-29,80.4
64130,Sri Lanka,2019-12-30,81.2
64131,Sri Lanka,2019-12-31,80.8
64132,Sri Lanka,2020-01-01,81.0
64133,Sri Lanka,2020-01-02,81.5
64134,Sri Lanka,2020-01-03,82.1
64135,Sri Lanka,2020-01-04,82.4
64136,Sri Lanka,2020-01-05,81.8
64137,Sri Lanka,2020-01-06,83.1
64138,Sri Lanka,2020-01-07,83.0
64139,Sri Lanka,2020-01-08,81.1
64140,Sri Lanka,2020-01-09,80.2
64141,Sri Lanka,2020-01-10,79.4
64142,Sri Lanka,2020-01-11,81.0
64143,Sri Lanka,2020-01-12,81.6
64144,Sri Lanka,2020-01-13,80.6
64145,Sri Lanka,2020-01-14,78.3
64146,Sri Lanka,2020-01-15,78.5
64147,Sri Lanka,2020-01-16,79.4
64148,Sri Lanka,2020-01-17,81.1
64149,Sri Lanka,2020-01-18,82.1
64150,Sri Lanka,2020-01-19,82.2
64151,Sri Lanka,2020-01-20,84.1
64152,Sri Lanka,2020-01-21,83.5
64153,Sri Lanka,2020-01-22,82.1
64154,Sri Lanka,2020-01-23,83.7
64155,Sri Lanka,2020-01-24,83.8
64156,Sri Lanka,2020-01-25,82.6
64157,Sri Lanka,2020-01-26,81.1
64158,Sri Lanka,2020-01-27,80.7
64159,Sri Lanka,2020-01-28,79.8
64160,Sri Lanka,2020-01-29,80.8
64161,Sri Lanka,2020-01-30,81.4
64162,Sri Lanka,2020-01-31,81.9
64163,Sri Lanka,2020-02-01,82.3
64164,Sri Lanka,2020-02-02,81.0
64165,Sri Lanka,2020-02-03,81.4
64166,Sri Lanka,2020-02-04,82.4
64167,Sri Lanka,2020-02-05,81.7
64168,Sri Lanka,2020-02-06,81.2
64169,Sri Lanka,2020-02-07,80.1
64170,Sri Lanka,2020-02-08,80.8
64171,Sri Lanka,2020-02-09,81.6
64172,Sri Lanka,2020-02-10,83.1
64173,Sri Lanka,2020-02-11,84.1
64174,Sri Lanka,2020-02-12,84.3
64175,Sri Lanka,2020-02-13,84.8
64176,Sri Lanka,2020-02-14,83.0
64177,Sri Lanka,2020-02-15,83.0
64178,Sri Lanka,2020-02-16,83.6
64179,Sri Lanka,2020-02-17,83.7
64180,Sri Lanka,2020-02-18,81.2
64181,Sri Lanka,2020-02-19,81.2
64182,Sri Lanka,2020-02-20,84.6
64183,Sri Lanka,2020-02-21,85.1
64184,Sri Lanka,2020-02-22,85.6
64185,Sri Lanka,2020-02-23,86.3
64186,Sri Lanka,2020-02-24,83.5
64187,Sri Lanka,2020-02-25,83.2
64188,Sri Lanka,2020-02-26,84.1
64189,Sri Lanka,2020-02-27,84.8
64190,Sri Lanka,2020-02-28,85.6
64191,Sri Lanka,2020-02-29,83.7
64192,Sri Lanka,2020-03-01,82.8
64193,Sri Lanka,2020-03-02,82.1
64194,Sri Lanka,2020-03-03,81.8
64195,Sri Lanka,2020-03-04,81.9
64196,Sri Lanka,2020-03-05,83.4
64197,Sri Lanka,2020-03-06,83.6
64198,Sri Lanka,2020-03-07,82.6
64199,Sri Lanka,2020-03-08,83.0
64200,Sri Lanka,2020-03-09,84.6
64201,Sri Lanka,2020-03-10,84.2
64202,Sri Lanka,2020-03-11,83.2
64203,Sri Lanka,2020-03-12,85.2
64204,Sri Lanka,2020-03-13,83.3
64205,Sri Lanka,2020-03-14,81.7
64206,Sri Lanka,2020-03-15,83.5
64207,Sri Lanka,2020-03-16,83.4
64208,Sri Lanka,2020-03-17,81.2
64209,Sri Lanka,2020-03-18,83.1
64210,Sri Lanka,2020-03-19,84.3
64211,Sri Lanka,2020-03-20,82.2
64212,Sri Lanka,2020-03-21,83.2
64213,Sri Lanka,2020-03-22,83.4
64214,Sri Lanka,2020-03-23,83.5
64215,Sri Lanka,2020-03-24,83.9
64216,Sri Lanka,2020-03-25,83.6
64217,Sri Lanka,2020-03-26,82.7
64218,Sri Lanka,2020-03-27,83.2
64219,Sri Lanka,2020-03-28,84.4
64220,Sri Lanka,2020-03-29,84.8
64221,Sri Lanka,2020-03-30,83.8
64222,Sri Lanka,2020-03-31,83.8
64223,Sri Lanka,2020-04-01,82.3
64224,Sri Lanka,2020-04-02,83.4
64225,Sri Lanka,2020-04-03,83.9
64226,Sri Lanka,2020-04-04,82.5
64227,Sri Lanka,2020-04-05,84.4
64228,Sri Lanka,2020-04-06,85.7
64229,Sri Lanka,2020-04-07,85.5
64230,Sri Lanka,2020-04-08,85.5
64231,Sri Lanka,2020-04-09,84.5
64232,Sri Lanka,2020-04-10,84.5
64233,Sri Lanka,2020-04-11,85.4
64234,Sri Lanka,2020-04-12,84.0
64235,Sri Lanka,2020-04-13,83.1
64236,Sri Lanka,2020-04-14,82.0
64237,Sri Lanka,2020-04-15,81.1
64238,Sri Lanka,2020-04-16,83.9
64239,Sri Lanka,2020-04-17,83.9
64240,Sri Lanka,2020-04-18,84.4
64241,Sri Lanka,2020-04-19,83.1
64242,Sri Lanka,2020-04-20,85.4
64243,Sri Lanka,2020-04-21,84.7
64244,Sri Lanka,2020-04-22,82.4
64245,Sri Lanka,2020-04-23,83.1
64246,Sri Lanka,2020-04-24,83.5
64247,Sri Lanka,2020-04-25,84.7
64248,Sri Lanka,2020-04-26,85.5
64249,Sri Lanka,2020-04-27,86.9
64250,Sri Lanka,2020-04-28,86.1
64251,Sri Lanka,2020-04-29,85.7
64252,Sri Lanka,2020-04-30,85.6
64253,Sri Lanka,2020-05-01,85.6
64254,Sri Lanka,2020-05-02,86.9
64255,Sri Lanka,2020-05-03,86.1
64256,Sri Lanka,2020-05-04,85.4
64257,Sri Lanka,2020-05-05,85.1
64258,Sri Lanka,2020-05-06,83.5
64259,Sri Lanka,2020-05-07,85.7
64260,Sri Lanka,2020-05-08,84.2
64261,Sri Lanka,2020-05-09,85.2
64262,Sri Lanka,2020-05-10,84.0
64263,Sri Lanka,2020-05-11,81.9
64264,Sri Lanka,2020-05-12,84.2
64265,Sri Lanka,2020-05-13,79.2
